school_number,english_language_learners,hispanic,other_race,poverty,students_with_disabilities,white,asian,black,grade,mean_scale_score,any_lead_free_buildings,lead_percent,minority,race
X343,0.10780000000000001,0.7255,0.0065,0.8105,0.2712,0.0065,0.0098,0.2516,All Grades,297,NA,NA,Minority,Hispanic
X359,0.2436,0.6255,0.0109,1,0.1855,0.0255,0.0036,0.3345,All Grades,341,NA,NA,Minority,Hispanic
X369,0.4593,0.8519,0,0.9963,0.2741,0.0111,0,0.137,All Grades,274,NA,NA,Minority,Hispanic
X500,0.0478,0.7335,0.0165,0.7574,0.182,0.0147,0.0294,0.2059,All Grades,282,No,0,Minority,Hispanic
X551,0.1303,0.6565,0.0017,0.9357,0.2521,0.022,0.0085,0.3113,All Grades,267,NA,NA,Minority,Hispanic
X014,0.0474,0.6487,0.0114,0.6618,0.2157,0.2614,0.0294,0.049,All Grades,306,No,0.14705882352941177,Minority,Hispanic
X036,0.1305,0.6743,0.0292,1,0.1914,0.0393,0.1546,0.1027,All Grades,308,No,0.08695652173913043,Minority,Hispanic
X048,0.1753,0.7274,0.008,1,0.2371,0.0103,0.0057,0.2486,All Grades,275,No,0.09090909090909091,Minority,Hispanic
X062,0.109,0.7456,0.0063,0.9336,0.2306,0.0263,0.0025,0.2193,All Grades,290,No,0.0759493670886076,Minority,Hispanic
X069,0.1093,0.803,0.0083,0.8758,0.1887,0.0116,0.0199,0.1573,All Grades,314,No,0.046511627906976744,Minority,Hispanic
X071,0.0685,0.6125,0.013,0.7478,0.2073,0.2652,0.0685,0.0408,All Grades,306,No,0.1188118811881188,Minority,Hispanic
X072,0.0479,0.7138,0.0023,0.8586,0.2235,0.0433,0.0365,0.2041,All Grades,293,No,0.07017543859649122,Minority,Hispanic
X075,0.1375,0.7054,0.0016,1,0.2013,0.0115,0.0115,0.27,All Grades,292,No,0.03508771929824561,Minority,Hispanic
X093,0.0794,0.3846,0.0149,1,0.2134,0.0124,0,0.5881,All Grades,289,No,0.06976744186046512,Minority,Black
X100,0.0549,0.6312,0.0086,1,0.2607,0.012,0.0103,0.3379,All Grades,268,No,0.05185185185185185,Minority,Hispanic
X101,0.0181,0.5585,0.0101,0.6935,0.1855,0.1633,0.1431,0.125,All Grades,308,No,0.047619047619047616,Minority,Hispanic
X107,0.0759,0.6118,0,0.9473,0.2996,0.0084,0.0063,0.3734,All Grades,294,No,0.18867924528301888,Minority,Hispanic
X119,0.2165,0.534,0.032,1,0.1243,0.0592,0.2854,0.0893,All Grades,300,No,0,Minority,Hispanic
X123,0.219,0.7372,0.0024,1,0.292,0.0073,0.0268,0.2263,All Grades,280,No,0.23214285714285715,Minority,Hispanic
X125,0.2343,0.534,0.0202,0.9345,0.1965,0.0554,0.2343,0.1562,All Grades,283,No,0.03333333333333333,Minority,Hispanic
X130,0.2303,0.7178,0.0021,1,0.2241,0.0249,0.0104,0.2448,All Grades,284,No,0.030927835051546393,Minority,Hispanic
X131,0.099,0.616,0.0051,1,0.2713,0.0017,0.0375,0.3396,All Grades,279,No,0.10256410256410256,Minority,Hispanic
X138,0.0533,0.6952,0.0124,0.9033,0.171,0.0062,0.0248,0.2615,All Grades,291,No,0,Minority,Hispanic
X140,0.1147,0.6269,0.0107,0.8792,0.1743,0.0122,0.0061,0.344,All Grades,280,No,0.03076923076923077,Minority,Hispanic
X146,0.1338,0.5241,0.0175,0.9627,0.1864,0.0022,0.0132,0.443,All Grades,290,No,0,Minority,Hispanic
X152,0.2615,0.762,0.0133,1,0.191,0.0143,0.0102,0.2002,All Grades,293,No,0.16546762589928057,Minority,Hispanic
X182,0.045,0.619,0.004,0.858,0.136,0.018,0.084,0.275,All Grades,299,No,0.09649122807017543,Minority,Hispanic
X269,0.1327,0.777,0.0035,1,0.2531,0.0053,0.0071,0.2071,All Grades,282,NA,NA,Minority,Hispanic
X301,0.2408,0.5759,0,0.8325,0.267,0.0262,0.0105,0.3874,All Grades,266,NA,NA,Minority,Hispanic
X302,0.2653,0.7625,0.0019,0.9425,0.2764,0.0204,0.0074,0.2078,All Grades,277,NA,NA,Minority,Hispanic
X304,0.0108,0.5538,0.0251,0.7294,0.181,0.3029,0.0681,0.0502,All Grades,320,NA,NA,Minority,Hispanic
X333,0.2477,0.7662,0.0069,1,0.2338,0.0231,0.0023,0.2014,All Grades,276,NA,NA,Minority,Hispanic
X335,0.1517,0.669,0.0103,0.9448,0.2034,0.0103,0.0103,0.3,All Grades,303,NA,NA,Minority,Hispanic
X337,0.0729,0.6508,0,1,0.2261,0.005,0.0352,0.309,All Grades,313,NA,NA,Minority,Hispanic
X367,0.0675,0.5918,0.0063,0.8399,0.27,0.0204,0.0722,0.3093,All Grades,281,NA,NA,Minority,Hispanic
X371,0.0276,0.5414,0.0034,0.7345,0.1931,0.269,0.0379,0.1483,All Grades,297,NA,NA,Minority,Hispanic
X375,0.1043,0.5935,0.0036,0.9532,0.2554,0.0144,0.0288,0.3597,All Grades,274,NA,NA,Minority,Hispanic
X376,0.1356,0.6822,0.0067,1,0.2622,0.0089,0.06,0.2422,All Grades,275,NA,NA,Minority,Hispanic
X424,0.2465,0.6997,0.0028,0.9093,0.2776,0.0028,0.0028,0.2918,All Grades,261,NA,NA,Minority,Hispanic
X448,0.1178,0.658,0.0057,1,0.2443,0.0086,0.0316,0.296,All Grades,290,NA,NA,Minority,Hispanic
X467,0.0711,0.6978,0,0.7556,0.3333,0.1822,0.0178,0.1022,All Grades,276,NA,NA,Minority,Hispanic
X562,0.1634,0.585,0.0098,1,0.2124,0.0131,0.1993,0.1928,All Grades,285,NA,NA,Minority,Hispanic
X004,0.1077,0.4562,0.0055,0.9489,0.1989,0.0091,0.0036,0.5255,All Grades,294,No,0.1095890410958904,Minority,Black
X011,0.23,0.6631,0.0027,0.9594,0.1935,0.0068,0.0027,0.3248,All Grades,282,No,0.12698412698412698,Minority,Hispanic
X022,0.3778,0.6961,0.0041,0.9692,0.2444,0.0041,0.0123,0.2834,All Grades,271,No,0.10294117647058823,Minority,Hispanic
X028,0.3324,0.7959,0.0041,0.9919,0.1743,0.0041,0.0054,0.1905,All Grades,292,No,0.10144927536231885,Minority,Hispanic
X035,0.2254,0.6845,0.0183,0.9676,0.2282,0.0099,0.0056,0.2817,All Grades,277,No,0.020833333333333332,Minority,Hispanic
X042,0.1435,0.5585,0.0044,0.9912,0.2362,0.0199,0.0044,0.4128,All Grades,292,No,0.08955223880597014,Minority,Hispanic
X053,0.2362,0.648,0.0023,1,0.1431,0.0121,0.0068,0.3308,All Grades,306,No,0.0547945205479452,Minority,Hispanic
X055,0.1319,0.4944,0.0028,0.925,0.1653,0.0014,0.0014,0.5,All Grades,278,No,0.06,Minority,Black
X058,0.1967,0.7234,0.0143,0.9119,0.2029,0.0123,0.002,0.248,All Grades,280,No,0.08888888888888889,Minority,Hispanic
X063,0.2053,0.621,0.0067,0.9382,0.1987,0.02,0.005,0.3472,All Grades,296,No,0.09523809523809523,Minority,Hispanic
X070,0.256,0.735,0.0038,0.985,0.1584,0.0075,0.0113,0.2425,All Grades,279,No,0.10112359550561797,Minority,Hispanic
X073,0.2334,0.7352,0.0012,0.9154,0.179,0.0133,0.0012,0.2491,All Grades,269,No,0.016129032258064516,Minority,Hispanic
X088,0.1317,0.6683,0.0049,1,0.1561,0,0.0049,0.322,All Grades,301,No,0,Minority,Hispanic
X109,0.2315,0.7709,0.0012,0.9261,0.2032,0.0062,0.0037,0.218,All Grades,285,No,0.00819672131147541,Minority,Hispanic
X110,0.1206,0.526,0.0083,0.9459,0.2516,0.0416,0.0021,0.422,All Grades,292,No,0,Minority,Hispanic
X114,0.3073,0.6915,0.0108,0.9844,0.1765,0.012,0.0492,0.2365,All Grades,278,No,0.10638297872340426,Minority,Hispanic
X117,0.377,0.8139,0.0049,0.8673,0.267,0.0081,0.0162,0.157,All Grades,267,No,0,Minority,Hispanic
X126,0.2061,0.6999,0.0028,0.9696,0.1217,0.0111,0.0055,0.2808,All Grades,281,No,0,Minority,Hispanic
X128,0.0808,0.5627,0,0.9359,0.1393,0.0028,0.0167,0.4178,All Grades,313,NA,NA,Minority,Hispanic
X132,0.1253,0.5647,0.0041,1,0.2361,0.0041,0.0041,0.423,All Grades,264,No,0.11805555555555555,Minority,Hispanic
X145,0.3288,0.6766,0,1,0.2201,0.0082,0.0054,0.3098,All Grades,256,No,0.032520325203252036,Minority,Hispanic
X163,0.3269,0.6148,0.0071,0.9876,0.1784,0.0035,0.0141,0.3604,All Grades,280,No,0.05357142857142857,Minority,Hispanic
